redesign_status,post_redesign,n,grade_mean,grade_sd,olse_mean,olse_sd
Post-Redesign,1,626,2.714856230031949,0.7575453381132541,3.5969116080937167,0.44400325563988124
Pre-Redesign,0,942,2.455944798301486,0.8031961321527347,3.42862703467799,0.45496982997783886
