model,status,lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
primary_latent_parcel_sem_cluster_course,ok,final_numeric_grade_z,~,post_redesign,c_post,0.19730939625550564,0.04925360292335089,4.005989096118737,6.175849805933886e-5,0.10077410841690121,0.2938446840941101,0.19730939625550564,0.09666135350312557
primary_latent_parcel_sem_cluster_course,ok,final_numeric_grade_z,~,post_x_mastery_z,c_m,0.21606151182367256,0.11419077783546579,1.892109992761319,0.058476327188839106,-0.007748300100454991,0.43987132374780014,0.21606151182367256,0.130606025818862
primary_latent_parcel_sem_cluster_course,ok,final_numeric_grade_z,~,post_x_social_z,c_s,0.2920358532544894,0.12616094369635078,2.3147881166565543,0.020624530586638823,0.04476494735405637,0.5393067591549224,0.2920358532544894,0.1865173344278277
primary_latent_parcel_sem_cluster_course,ok,final_numeric_grade_z,~,post_x_structural_z,c_c,0.3314899797942711,0.11303467525246617,2.932639732488095,0.003360936435612638,0.10994608729525651,0.5530338722932857,0.3314899797942711,0.2027427076598877
primary_latent_parcel_sem_cluster_course,ok,olse_q1_mean_z,~~,olse_q1_mean_z,,0.2251462323495442,0.008753975845105623,25.719311582910546,0,0.2079887549716036,0.2423037097274848,0.2251462323495442,0.22529000985878286
primary_latent_parcel_sem_cluster_course,ok,olse_q2_mean_z,~~,olse_q2_mean_z,,0.3251334600491263,0.012086562806159658,26.90040711023559,0,0.301444232252172,0.3488226878460806,0.3251334600491263,0.32534107965735365
primary_latent_parcel_sem_cluster_course,ok,olse_q3_mean_z,~~,olse_q3_mean_z,,0.2710304512909995,0.0072230086555864674,37.523207324606666,0,0.25687361446602897,0.28518728811597005,0.2710304512909995,0.2712035387337676
primary_latent_parcel_sem_cluster_course,ok,olse_q4_mean_z,~~,olse_q4_mean_z,,0.31264235760675535,0.01664006520907576,18.788529592794816,0,0.2800284290965689,0.3452562861169418,0.31264235760675535,0.3128419964511456
primary_latent_parcel_sem_cluster_course,ok,olse_q5_mean_z,~~,olse_q5_mean_z,,0.2793309991878821,0.013147443526338287,21.246031491087834,0,0.2535624833874848,0.3050995149882794,0.2793309991878821,0.2795093789169779
primary_latent_parcel_sem_cluster_course,ok,final_numeric_grade_z,~~,final_numeric_grade_z,,0.7820361250407893,0.05457165473443134,14.330445518768059,0,0.6750776471845492,0.8889946028970295,0.7820361250407893,0.7825352430230375
primary_latent_parcel_sem_cluster_course,ok,OLSE,~~,OLSE,,1,0,,,1,1,0.9342350025103279,0.9342350025103279
primary_latent_parcel_sem_cluster_course,ok,post_redesign,~~,post_redesign,,0.23984635231554283,0.0062598186674013715,38.31522366048183,0,0.22757733317768464,0.252115371453401,0.23984635231554283,1
primary_latent_parcel_sem_cluster_course,ok,post_redesign,~~,post_x_mastery_z,,5.79892394496699e-4,0.056056104172989944,0.010344857229234889,0.9917461453491956,-0.10928805289818899,0.11044783768718239,5.79892394496699e-4,0.001959447335355944
primary_latent_parcel_sem_cluster_course,ok,post_redesign,~~,post_x_social_z,,-0.012093493412110582,0.061854062647274305,-0.19551655775747984,0.8449885765919609,-0.1333252284982524,0.10913824167403124,-0.012093493412110582,-0.0386759269870073
primary_latent_parcel_sem_cluster_course,ok,post_redesign,~~,post_x_structural_z,,-0.0032729743258271414,0.05752666036759428,-0.05689491280934608,0.9546289067406897,-0.1160231567971796,0.10947720814552532,-0.0032729743258271414,-0.010930492937253691
