model,status,lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
overall_intensity_latent_parcel_sem,ok,OLSE,=~,olse_q1_mean_z,,0.8572600879038624,0.022316291691379397,38.414092258662095,0,0.8135209599202684,0.9009992158874565,0.8803659128200428,0.8806468195614938
overall_intensity_latent_parcel_sem,ok,OLSE,=~,olse_q2_mean_z,,0.7995595813846322,0.024184524126446283,33.060794465262894,0,0.7521587851135575,0.846960377655707,0.8211101982373319,0.8213722027262922
overall_intensity_latent_parcel_sem,ok,OLSE,=~,olse_q3_mean_z,,0.8308028092154279,0.027208264164798518,30.534943507726716,0,0.7774755913705711,0.8841300270602848,0.8531955282052279,0.8534677028309913
overall_intensity_latent_parcel_sem,ok,OLSE,=~,olse_q4_mean_z,,0.8070601582820622,0.02249969512040544,35.86982641156425,0,0.762961566182936,0.8511587503811885,0.8288129390042897,0.8290773457530966
overall_intensity_latent_parcel_sem,ok,OLSE,=~,olse_q5_mean_z,,0.8258534185190315,0.02237971674149142,36.90187092439469,0,0.7819899797215002,0.8697168573165628,0.8481127360400283,0.8483833644741987
overall_intensity_latent_parcel_sem,ok,OLSE,~,post_redesign,a_post,0.40443685029493437,0.08690053104394464,4.654020469568996,3.2552446582734262e-6,0.23411493921139803,0.5747587613784707,0.39382211962841845,0.19287088248309703
overall_intensity_latent_parcel_sem,ok,OLSE,~,post_x_intensity_z,a_i,0.23422021172864713,0.07080610537322074,3.3079098263358304,9.399506980698469e-4,0.09544279531158653,0.3729976281457077,0.2280729369134544,0.1302135113073095
overall_intensity_latent_parcel_sem,ok,final_numeric_grade_z,~,OLSE,b,0.38028121449229035,0.03258694403224914,11.669741541764433,0,0.3164119778228596,0.4441504511617211,0.3905309756615712,0.39065555978433397
overall_intensity_latent_parcel_sem,ok,final_numeric_grade_z,~,post_redesign,c_post,0.19176933087834577,0.05687939167611586,3.3715081196775762,7.475783499211186e-4,0.08028777173061138,0.3032508900260802,0.19176933087834577,0.09394728596600513
overall_intensity_latent_parcel_sem,ok,final_numeric_grade_z,~,post_x_intensity_z,c_i,0.27703658633831324,0.09142954043372982,3.0300555490499876,0.0024450876352455353,0.09783797996515423,0.4562351927114723,0.27703658633831324,0.15821874866110985
overall_intensity_latent_parcel_sem,ok,olse_q1_mean_z,~~,olse_q1_mean_z,,0.22431800579042355,0.008772472593625407,25.570670457657076,0,0.20712427545155307,0.24151173612929402,0.22431800579042355,0.22446117919622563
overall_intensity_latent_parcel_sem,ok,olse_q2_mean_z,~~,olse_q2_mean_z,,0.32514017634912884,0.012136872207802235,26.789453722690695,0,0.3013523439368713,0.34892800876138635,0.32514017634912884,0.32534770458855866
overall_intensity_latent_parcel_sem,ok,olse_q3_mean_z,~~,olse_q3_mean_z,,0.2714196835035954,0.0073005187472258695,37.17813663676056,0,0.25711092969057325,0.28572843731661757,0.2714196835035954,0.2715928802243906
overall_intensity_latent_parcel_sem,ok,olse_q4_mean_z,~~,olse_q4_mean_z,,0.312431380114972,0.016562897092801735,18.863329184768965,0,0.27996869833343746,0.34489406189650657,0.312431380114972,0.31263075475900026
overall_intensity_latent_parcel_sem,ok,olse_q5_mean_z,~~,olse_q5_mean_z,,0.2800669025356713,0.013176196667864433,21.255519297061607,0,0.25424203161344033,0.30589177345790225,0.2800669025356713,0.28024566688343866
overall_intensity_latent_parcel_sem,ok,final_numeric_grade_z,~~,final_numeric_grade_z,,0.7857299618018668,0.05134144160188074,15.304010508600209,0,0.6851025853478142,0.8863573382559194,0.7857299618018668,0.7862313565597071
overall_intensity_latent_parcel_sem,ok,OLSE,~~,OLSE,,1,0,,,1,1,0.948197425092544,0.948197425092544
overall_intensity_latent_parcel_sem,ok,post_redesign,~~,post_redesign,,0.23984635600223622,0.006259816081669809,38.31524007623194,0,0.22757734193231877,0.2521153700721537,0.23984635600223622,1
overall_intensity_latent_parcel_sem,ok,post_redesign,~~,post_x_intensity_z,,-0.013093723805224727,0.050130027084336774,-0.2611952270282313,0.7939419586801524,-0.11134677143454222,0.08515932382409278,-0.013093723805224727,-0.04682893903260581
overall_intensity_latent_parcel_sem,ok,post_x_intensity_z,~~,post_x_intensity_z,,0.32596021095884026,0.0849401550338295,3.8375278551000833,1.2427914081269975e-4,0.15948056625128593,0.4924398556663946,0.32596021095884026,1
overall_intensity_latent_parcel_sem,ok,olse_q1_mean_z,~1,,,-0.13404146451586188,0.061372377314374116,-2.184068311860356,0.028957228765559284,-0.25432911369763817,-0.013753815334085609,-0.13404146451586188,-0.13408423440332362
overall_intensity_latent_parcel_sem,ok,olse_q2_mean_z,~1,,,-0.12501935296776168,0.06217019475991469,-2.0109210442488443,0.04433379715035035,-0.24687069560903524,-0.003168010326488127,-0.12501935296776168,-0.12505924485042832
overall_intensity_latent_parcel_sem,ok,olse_q3_mean_z,~1,,,-0.1299046406176664,0.05844650504093425,-2.2226246124842697,0.026241123154927326,-0.24445768552013622,-0.015351595715196592,-0.1299046406176664,-0.1299460809977155
overall_intensity_latent_parcel_sem,ok,olse_q4_mean_z,~1,,,-0.12619225307779597,0.05601808245871909,-2.2527056896456554,0.024277711970827953,-0.23598567717988028,-0.01639882897571164,-0.12619225307779597,-0.12623251075451733
overall_intensity_latent_parcel_sem,ok,olse_q5_mean_z,~1,,,-0.12913069107610262,0.06135002862903491,-2.1048187582261275,0.03530708767541624,-0.24937453763951223,-0.008886844512693004,-0.12913069107610262,-0.12917189601884693
overall_intensity_latent_parcel_sem,ok,final_numeric_grade_z,~1,,,-0.12998379097500923,0.08725639028398376,-1.4896764644052465,0.1363093258731889,-0.301003173352588,0.04103559140256957,-0.12998379097500923,-0.13002525738249346
overall_intensity_latent_parcel_sem,ok,post_redesign,~1,,,0.399234693877551,0.03106137009851713,12.85309349237658,0,0.3383555271739881,0.4601138605811139,0.399234693877551,0.8151953853679242
overall_intensity_latent_parcel_sem,ok,post_x_intensity_z,~1,,,-0.021795107142856977,0.0836364245991986,-0.2605934824127551,0.7944060163484592,-0.185719487152986,0.14212927286727203,-0.021795107142856977,-0.03817479496949684
overall_intensity_latent_parcel_sem,ok,OLSE,~1,,,0,0,,,0,0,0,0
overall_intensity_latent_parcel_sem,ok,ind_post,:=,a_post*b,ind_post,0.15379973661559426,0.03620888311801135,4.247569197711315,2.161024292823832e-5,0.08283162978387167,0.22476784344731687,0.15379973661559426,0.07534608256253277
overall_intensity_latent_parcel_sem,ok,ind_intensity,:=,a_i*b,ind_intensity,0.08906954657481132,0.03156200019840368,2.8220501240385967,0.004771771856050044,0.027209162905894084,0.15092993024372856,0.08906954657481132,0.05086863215124069
overall_intensity_latent_parcel_sem,ok,total_post,:=,c_post+ind_post,total_post,0.34556906749394,0.07888384702504989,4.380732945037571,1.1828076609932126e-5,0.1909595683628752,0.5001785666250048,0.34556906749394,0.16929336852853788
overall_intensity_latent_parcel_sem,ok,total_intensity,:=,c_i+ind_intensity,total_intensity,0.36610613291312455,0.09404280836312229,3.892973203219317,9.902309396125908e-5,0.18178561551640274,0.5504266503098464,0.36610613291312455,0.20908738081235054
