model,status,lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
manifest_olse_path_sem_cluster_course,ok,olse_overall_z,~1,,,-0.1467041097671816,0.06647985956390828,-2.2067451816162804,0.027331866783409042,-0.2770022402097224,-0.016405979324640746,-0.1467041097671816,-0.14675091268391147
manifest_olse_path_sem_cluster_course,ok,final_numeric_grade_z,~1,,,-0.0757998242279074,0.07928890099895405,-0.9559953949785144,0.33907456104654665,-0.2312032145596192,0.0796035661038044,-0.0757998242279074,-0.07582400659268358
manifest_olse_path_sem_cluster_course,ok,post_redesign,~1,,,0.399234693877551,0.03106137009842604,12.853093492414272,0,0.3383555271741666,0.4601138605809354,0.399234693877551,0.8151953711360014
manifest_olse_path_sem_cluster_course,ok,post_x_mastery_z,~1,,,9.652799744897528e-4,0.0933080356493247,0.010345089442430446,0.9917459600797858,-0.18191510936636604,0.18384566931534554,9.652799744897528e-4,0.0015973717588775248
manifest_olse_path_sem_cluster_course,ok,post_x_social_z,~1,,,-0.020130138392857135,0.10307618230718378,-0.19529379088629853,0.8451629576438602,-0.222155743378822,0.18189546659310774,-0.020130138392857135,-0.031528424767935714
manifest_olse_path_sem_cluster_course,ok,post_x_structural_z,~1,,,-0.0054479942602041614,0.09577007384837957,-0.05688618627181252,0.9546358582517467,-0.19315388979976933,0.18225790127936103,-0.0054479942602041614,-0.008910465268450594
manifest_olse_path_sem_cluster_course,ok,ind_post,:=,a_post*b,ind_post,0.14475934627252643,0.03185285505870274,4.544627035967243,5.503260930739273e-6,0.0823288975526946,0.20718979499235826,0.14475934627252643,0.07091722179412337
manifest_olse_path_sem_cluster_course,ok,ind_mastery,:=,a_m*b,ind_mastery,0.07857378800057337,0.03145402576558603,2.49805187374588,0.012487791871614862,0.01692503033122987,0.14022254566991688,0.07857378800057337,0.04749670867592074
manifest_olse_path_sem_cluster_course,ok,ind_social,:=,a_s*b,ind_social,0.1530405192078228,0.020681135245306223,7.4000057246643065,1.361133428190442e-13,0.11250623896762069,0.19357479944802491,0.1530405192078228,0.0977438516567825
manifest_olse_path_sem_cluster_course,ok,ind_structural,:=,a_c*b,ind_structural,0.11087310218293613,0.026423445287834676,4.1960123282629604,2.7165546646168437e-5,0.05908410107131558,0.16266210329455666,0.11087310218293613,0.06781113121358302
manifest_olse_path_sem_cluster_course,ok,total_post,:=,c_post+ind_post,total_post,0.3541065197048723,0.07118241946264658,4.97463450073781,6.537086283397997e-7,0.21459154122566204,0.4936214981840825,0.3541065197048723,0.17347584970008634
manifest_olse_path_sem_cluster_course,ok,total_mastery,:=,c_m+ind_mastery,total_mastery,0.3011515354332336,0.11129208923956715,2.7059563486581273,0.006810799789465749,0.08302304875946434,0.5192800221070029,0.3011515354332336,0.1820417102160601
manifest_olse_path_sem_cluster_course,ok,total_social,:=,c_s+ind_social,total_social,0.4579097679073649,0.13073481096380557,3.502584847383448,4.6076700620312216e-4,0.20167424689265384,0.7141452889220758,0.4579097679073649,0.2924576096461736
manifest_olse_path_sem_cluster_course,ok,total_structural,:=,c_c+ind_structural,total_structural,0.4516627684588634,0.11865601964273796,3.8064884513973856,1.4095387123447267e-4,0.21910124341021986,0.6842242935075069,0.4516627684588634,0.2762416010126567
