model,status,lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
indirect_only_latent_parcel_sem,ok,post_x_mastery_z,~~,post_x_structural_z,,0.1017343961658867,0.0766837399405495,1.3266749410599716,0.18461623379232206,-0.04856297231742593,0.2520317646491993,0.1017343961658867,0.27534948395900705
indirect_only_latent_parcel_sem,ok,post_x_social_z,~~,post_x_social_z,,0.4076514251503409,0.08453512090572055,4.822272929673599,1.419315593276238e-6,0.24196563274638971,0.5733372175542921,0.4076514251503409,1
indirect_only_latent_parcel_sem,ok,post_x_social_z,~~,post_x_structural_z,,-0.24185657907791547,0.09115357750537663,-2.6532867463556187,0.007971212204838318,-0.420514308050434,-0.06319885010539691,-0.24185657907791547,-0.6195512202243056
indirect_only_latent_parcel_sem,ok,post_x_structural_z,~~,post_x_structural_z,,0.3738285043473227,0.0871997186102017,4.287037966468708,1.810713552430343e-5,0.20292019640930029,0.5447368122853451,0.3738285043473227,1
indirect_only_latent_parcel_sem,ok,olse_q1_mean_z,~1,,,-0.1362549925414079,0.0612815472086894,-2.2234261167950353,0.026187080252670913,-0.2563646179873302,-0.016145367095485655,-0.1362549925414079,-0.13629847578888324
indirect_only_latent_parcel_sem,ok,olse_q2_mean_z,~1,,,-0.12711258129571382,0.06203784641611706,-2.048952190298642,0.04046679018864152,-0.24870452594973047,-0.005520636641697163,-0.12711258129571382,-0.1271531484969544
indirect_only_latent_parcel_sem,ok,olse_q3_mean_z,~1,,,-0.13213700863975616,0.058244772176810594,-2.2686501071484115,0.02328961192231027,-0.24629466439404551,-0.01797935288546683,-0.13213700863975616,-0.13217917348757033
indirect_only_latent_parcel_sem,ok,olse_q4_mean_z,~1,,,-0.12828925696243304,0.0558785164797477,-2.295860109473906,0.02168388121483833,-0.2378091367722664,-0.0187693771525997,-0.12828925696243304,-0.1283301917957868
indirect_only_latent_parcel_sem,ok,olse_q5_mean_z,~1,,,-0.13137743234730356,0.06123865860831732,-2.14533491315664,0.03192607896077426,-0.2514029976811492,-0.011351867013457903,-0.13137743234730356,-0.1314193608699027
indirect_only_latent_parcel_sem,ok,final_numeric_grade_z,~1,,,-0.06667743906882716,0.09616556555879223,-0.6933608582384193,0.4880831195961266,-0.2551584841169853,0.12180360597933097,-0.06667743906882716,-0.06669871434614032
indirect_only_latent_parcel_sem,ok,post_redesign,~1,,,0.3992349230435708,0.03106137468157015,12.853098973769871,0,0.338355747357389,0.46011409872975256,0.3992349230435708,0.8151958564213296
indirect_only_latent_parcel_sem,ok,post_x_mastery_z,~1,,,9.652647441742046e-4,0.09330808567448802,0.010344920670022106,0.9917460947334793,-0.1819152226442,0.18384575213254842,9.652647441742046e-4,0.0015973463946269387
indirect_only_latent_parcel_sem,ok,post_x_social_z,~1,,,-0.0201301331889739,0.10307624144372651,-0.19529362835725586,0.8451630848737417,-0.2221558540804327,0.18189558770248487,-0.0201301331889739,-0.03152841699559498
indirect_only_latent_parcel_sem,ok,post_x_structural_z,~1,,,-0.005447977590437328,0.09577013036794527,-0.05688597863975335,0.9546360236503273,-0.1931539839063157,0.18225802872544103,-0.005447977590437328,-0.008910439092311392
indirect_only_latent_parcel_sem,ok,OLSE,~1,,,0,0,,,0,0,0,0
indirect_only_latent_parcel_sem,ok,ind_post,:=,a_post*b,ind_post,0.17826270404729866,0.03969283690542782,4.491054758117378,7.087132583238898e-6,0.10046617326843787,0.25605923482615944,0.17826270404729866,0.08733043072800624
indirect_only_latent_parcel_sem,ok,ind_mastery,:=,a_m*b,ind_mastery,0.09862218245732754,0.03826595173019388,2.5772828846044193,0.009958041796207517,0.023622295231999393,0.1736220696826557,0.09862218245732753,0.05961567955189457
indirect_only_latent_parcel_sem,ok,ind_social,:=,a_s*b,ind_social,0.1900157736293112,0.027041818998525757,7.026737869951364,2.114086683491223e-12,0.13701478231574976,0.24301676494287267,0.1900157736293112,0.12135919533129896
indirect_only_latent_parcel_sem,ok,ind_structural,:=,a_c*b,ind_structural,0.13974010092539632,0.03349085393625375,4.172485455025322,3.012948386649228e-5,0.0740992333988475,0.20538096845194515,0.13974010092539632,0.08546647864540492
